"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
"rs7735940-<b>A</b> x rs12522034-<b>C</b>","5 x 10-13",,NR,'-,'-,'-,"AC114277.1 - RNA5SP181 x AC114277.1 - RNA5SP181","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,5:36423829|5:36425491
"rs3798440-<b>A</b> x rs9350602-<b>C</b>","3 x 10-10",,NR,'-,'-,'-,"MYO6 x MYO6","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,6:75846902|6:75850781
"rs2469997-<b>G</b> x rs6469823-<b>C</b>","3 x 10-16",,NR,'-,'-,'-,"MIR548AZ - AC021733.4 x MIR548AZ - AC021733.4","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,8:119341027|8:119341744
"rs7827545-<b>C</b> x rs1372662-<b>G</b>","2 x 10-44",,NR,'-,'-,'-,"ZFAT x ZFAT","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,8:134554324|8:134554803
"rs7960483-<b>T</b> x rs10785581-<b>C</b>","1 x 10-7",,NR,'-,'-,'-,"AC079950.1 x AC079950.1","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,12:45531972|12:45537190
"rs200752-<b>T</b> x rs200759-<b>A</b>","7 x 10-9",,NR,'-,'-,'-,"MACROD2 x MACROD2","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,20:15618886|20:15625776
"rs6452524-<b>G</b> x rs6887846-<b>A</b>","2 x 10-7",,NR,'-,'-,'-,"XRCC4 x XRCC4","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,5:83137962|5:83140542
"rs10496288-<b>G</b> x rs10496289-<b>C</b>","2 x 10-9",,NR,'-,'-,'-,"AC098817.1 - AC138623.1 x AC098817.1 - AC138623.1","Hypertension (SNP x SNP interaction)",hypertension,GCST001085,2:83065441|2:83066256
rs61734696-<b>G</b>,"1 x 10-7",,0.988,1.8518518,'-,'-,"ANP32C, MARCHF1",Hypertension,hypertension,GCST010477,4:164197303
rs200787930-<b>C</b>,"3 x 10-7",,0.988,1.8181818,'-,'-,PLCB2,Hypertension,hypertension,GCST010477,15:40289298
rs146092501-<b>C</b>,"4 x 10-7",,0.988,1.8181818,'-,'-,COL6A3,Hypertension,hypertension,GCST010477,2:237371861
rs200982668-<b>G</b>,"4 x 10-7",,0.987,1.7857143,'-,'-,COL6A5,Hypertension,hypertension,GCST010477,3:130470894
rs139537100-<b>C</b>,"5 x 10-7",,0.988,1.7857143,'-,'-,"MKNK1, MOB3C",Hypertension,hypertension,GCST010477,1:46615006
rs199921354-<b>C</b>,"5 x 10-7",,0.988,1.8181818,'-,'-,"VPS33B, AC068831.8",Hypertension,hypertension,GCST010477,15:91013841
rs2515920-<b>T</b>,"5 x 10-7",,0.827,1.2345679,'-,'-,"UQCRHP1, NCR3",Hypertension,hypertension,GCST010477,6:31594838
rs115287176-<b>G</b>,"5 x 10-7",,0.988,1.8181818,'-,'-,TMOD4,Hypertension,hypertension,GCST010477,1:151170961
rs188378669-<b>G</b>,"7 x 10-7",,0.988,1.7857143,'-,'-,CXCL8,Hypertension,hypertension,GCST010477,4:73741568
rs769177-<b>G</b>,"1 x 10-6",,0.8280000000000001,1.2345679,'-,'-,"TNF, LTB",Hypertension,hypertension,GCST010477,6:31579834
rs2011738-<b>G</b>,"6 x 10-6",(EA),NR,'-,"1.34 unit increase",[0.71-1.97],"AC026369.3, IQSEC3","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,12:110822
rs12762955-<b>C</b>,"8 x 10-6",(EA),NR,'-,"1.17 unit decrease",[0.62-1.72],IDI2-AS1,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,10:1032842
rs13107740-<b>G</b>,"5 x 10-6",(AA),NR,'-,"1.51 unit decrease",[0.78-2.24],"PPP3CA, EMCN","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,4:100885375
rs790123-<b>T</b>,"6 x 10-6",(AA),NR,'-,"1.07 unit increase",[0.58-1.56],"EIF4BP8, PARP14","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,3:122670146
rs13075436-<b>C</b>,"6 x 10-6",(AA),NR,'-,"1.3 unit decrease",[0.71-1.89],"RNU6-1047P, AC133681.1","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,3:127242305
rs3913363-<b>T</b>,"4 x 10-7",(AA),NR,'-,"1.3 unit increase",[0.75-1.85],TMEM212,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,3:171936113
rs4663476-<b>G</b>,"8 x 10-6",(AA),NR,'-,"1.23 unit decrease",[0.66-1.80],LINC01173,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,2:234692420
rs2074409-<b>T</b>,"2 x 10-6",(EA),NR,'-,"1.2 unit increase",[0.67-1.73],SYNRG,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,17:37538240
rs11020821-<b>C</b>,"9 x 10-7",(EA),NR,'-,"1.4 unit increase",[0.79-2.01],"PIWIL4, C11orf97","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,11:94538497
rs11753937-<b>T</b>,"6 x 10-6",(EA),NR,'-,"1.12 unit increase",[0.61-1.63],EYA4,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,6:133342451
rs2166775-<b>G</b>,"3 x 10-6",(EA),NR,'-,"0.99 unit increase",[0.54-1.44],SLC9A9,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,3:143785691
rs659580-<b>T</b>,"1 x 10-6",(EA),NR,'-,"1.28 unit increase",[0.71-1.85],PRRX1,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,1:170664755
rs16838131-<b>A</b>,"2 x 10-6",(AA),NR,'-,"2.26 unit decrease",[1.01-3.51],"C4orf50, JAKMIP1","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,4:6056770
rs4265793-<b>T</b>,"6 x 10-6",(AA),NR,'-,"1.22 unit decrease",[0.65-1.79],TMC7,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,16:19017227
rs2992257-<b>T</b>,"3 x 10-7",(AA),NR,'-,"8.63 unit increase",[-2.13040-19.39040],APBB1IP,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,10:26445658
rs6871087-<b>G</b>,"1 x 10-6",(AA),NR,'-,"1.4 unit increase",[0.79-2.01],"AC026433.1, RPL19P11","Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,5:30899410
rs37439-<b>A</b>,"9 x 10-6",(AA),NR,'-,"1 unit decrease",[0.53-1.47],DNAJC21,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,5:34951045
rs4719147-<b>T</b>,"2 x 10-6",(AA),NR,'-,"1.13 unit increase",[0.64-1.62],GALNT17,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,7:71551174
rs4491175-<b>T</b>,"8 x 10-6",(AA),NR,'-,"1.1 unit increase",[0.59-1.61],LINC02748,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,11:91223046
rs7772131-<b>?</b>,"3 x 10-6",(AA),NR,'-,"6.73 unit decrease",[0.89-12.57],LINC00243,"Response to angiotensin II receptor blocker therapy","response to candesartan, hypertension",GCST001520,6:30827394
rs11020821-<b>C</b>,"4 x 10-6",(EA),NR,'-,'-,'-,"PIWIL4, C11orf97","Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)","response to candesartan, hypertension",GCST001518,11:94538497
rs7587205-<b>T</b>,"4 x 10-6",(AA),NR,'-,'-,'-,MAP4K3-DT,"Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)","response to candesartan, hypertension",GCST001518,2:39616057
rs7168353-<b>C</b>,"1 x 10-6",(AA),NR,'-,'-,'-,"RGMA, AC108457.1","Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)","response to candesartan, hypertension",GCST001518,15:93095172
rs790116-<b>G</b>,"2 x 10-7",(AA),NR,'-,'-,'-,EIF4BP8,"Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)","response to candesartan, hypertension",GCST001518,3:122662076
rs3758785-<b>G</b>,"2 x 10-6",(EA),NR,'-,'-,'-,GPR83,"Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)","response to candesartan, hypertension",GCST001518,11:94398973
rs6596140-<b>T</b>,"9 x 10-8",,0.34,'-,'-,'-,"FSTL4, AC005178.1",Hypertension,hypertension,GCST001423,5:133686160
rs10021303-<b>A</b>,"7 x 10-6",,0.31,'-,'-,'-,BMPR1B,Hypertension,hypertension,GCST001423,4:94935530
rs1110183-<b>G</b>,"8 x 10-6",,0.46,'-,'-,'-,AL390726.5,Hypertension,hypertension,GCST001423,9:38456368
rs17249754-<b>?</b>,"3 x 10-7",,'-,'-,'-,'-,ATP2B1,Hypertension,hypertension,GCST008828,12:89666809
rs7136259-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,ATP2B1,Hypertension,hypertension,GCST008828,12:89687411
rs2254613-<b>?</b>,"7 x 10-6",,'-,'-,'-,'-,"MBIP, AL162511.1",Hypertension,hypertension,GCST008828,14:36243948
rs1378942-<b>?</b>,"8 x 10-6",,'-,'-,'-,'-,CSK,Hypertension,hypertension,GCST008828,15:74785026
rs4769612-<b>C</b>,"4 x 10-14",,0.52,1.19,'-,[1.13-1.24],"EIF4A1P7, AL139005.1","Preeclampsia (fetal genotype effect)","preeclampsia, fetal genotype effect measurement",GCST90013475,13:28564361
rs11614652-<b>G</b>,"2 x 10-7",,0.21,1.18,'-,[1.1-1.23],ITPR2,"Preeclampsia (fetal genotype effect)","preeclampsia, fetal genotype effect measurement",GCST90013475,12:26805069
rs5866671-<b>T</b>,"2 x 10-7",,0.2,1.17,'-,[1.1-1.25],"CDH10, AC091885.2","Preeclampsia (fetal genotype effect)","preeclampsia, fetal genotype effect measurement",GCST90013475,5:24557204
rs75293382-<b>C</b>,"1 x 10-6",,0.06,1.3,'-,[1.18-1.45],C2orf83,"Preeclampsia (fetal genotype effect)","preeclampsia, fetal genotype effect measurement",GCST90013475,2:227645620
rs4655789-<b>G</b>,"8 x 10-6",,0.14,1.14,'-,[1.08-1.19],WLS,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,1:68228568
rs708119-<b>C</b>,"4 x 10-7",,0.6771,1.1,'-,[1.06-1.14],WNT3A,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,1:228015567
rs1918975-<b>T</b>,"1 x 10-8",,0.598,1.1,'-,[1.07-1.14],"MECOM-AS1, MECOM","Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,3:169462088
rs35630707-<b>C</b>,"7 x 10-6",,0.02,1.47,'-,[1.23-1.72],"AC092596.2, AC097655.1","Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,4:59999871
rs1458038-<b>T</b>,"1 x 10-8",,0.3288,1.11,'-,[1.07-1.15],"FGF5, PRDM8","Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,4:80243569
rs140479110-<b>GGA</b>,"2 x 10-7",,0.32,1.1,'-,[1.06-1.15],LINC02119,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,5:38050783
rs9263761-<b>G</b>,"2 x 10-6",,0.76,1.11,'-,[1.06-1.16],CCHCR1,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,6:31148962
rs10774624-<b>G</b>,"2 x 10-8",,0.4,1.11,'-,[1.07-1.15],LINC02356,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,12:111395984
rs7318880-<b>T</b>,"8 x 10-8",,0.5008,1.1,'-,[1.06-1.13],"AL139005.1, EIF4A1P7","Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,13:28564148
rs1421085-<b>C</b>,"1 x 10-9",,0.39,1.11,'-,[1.07-1.15],FTO,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,16:53767042
rs181793400-<b>T</b>,"6 x 10-6",,0.0216,1.41,'-,[1.22-1.63],PIGN,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,18:61921970
rs259983-<b>C</b>,"3 x 10-10",,0.14,1.17,'-,[1.11-1.23],ZNF831,"Preeclampsia (maternal genotype effect)","preeclampsia, parental genotype effect measurement",GCST90013478,20:59160402
rs1442118-<b>A</b>,"2 x 10-8",(EA),NR,'-,"3.89 unit increase",NR,LINC02163,"Systolic blood pressure response to thiazide and thiazide-like diuretics in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009645,5:104354615
rs79944011-<b>A</b>,"5 x 10-8",(AA),NR,'-,"19.13 unit increase",NR,"AC008154.1, AC009275.1","Systolic blood pressure response to thiazide and thiazide-like diuretics in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009645,7:134355236
rs79237970-<b>T</b>,"8 x 10-9",(AA),NR,'-,"12.02 unit decrease",NR,WDR92,"Diastolic blood pressure response to thiazide and thiazide-like diuretics in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009646,2:68123598
rs118131161-<b>G</b>,"1 x 10-8",(EA),NR,'-,"7.3599 unit increase",NR,"AL390755.1, AL390755.3","Diastolic blood pressure response to thiazide and thiazide-like diuretics in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009646,13:110131585
rs2400940-<b>T</b>,"4 x 10-8",(EA),NR,'-,"2.5285 unit increase",NR,"MEG3, DLK1","Diastolic blood pressure response to thiazide and thiazide-like diuretics in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009646,14:100758585
rs118140307-<b>C</b>,"5 x 10-8",(EA),NR,'-,"7.1643 unit increase",NR,LRRC4C,"Diastolic blood pressure response to thiazide and thiazide-like diuretics in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009646,11:40895426
chr1:218216863-<b>A</b>,"1 x 10-6",(AA),0.028,'-,"15.71 unit increase",[9.67-21.75],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr3:190369649-<b>G</b>,"1 x 10-6",(AA),0.073,'-,"11.49 unit decrease",[7.02-15.96],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr22:19342329-<b>C</b>,"2 x 10-6",(AA),0.017,'-,"20.28 unit decrease",[12.26-28.3],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr13:33831026-<b>A</b>,"2 x 10-6",(AA),0.176,'-,"6.24 unit increase",[3.77-8.71],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr6:45490690-<b>T</b>,"2 x 10-6",(AA),0.034,'-,"14.74 unit increase",[8.88-20.6],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr14:46568609-<b>A</b>,"3 x 10-6",(AA),0.021,'-,"21.21 unit increase",[12.66-29.76],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr4:140544936-<b>A</b>,"3 x 10-6",(AA),0.29,'-,"4.85 unit increase",[2.89-6.81],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr14:68773739-<b>T</b>,"3 x 10-6",(AA),0.244,'-,"5.63 unit increase",[3.36-7.9],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr11:21259199-<b>T</b>,"4 x 10-6",(AA),0.257,'-,"6.22 unit increase",[3.69-8.75],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr5:156144905-<b>G</b>,"4 x 10-6",(AA),0.012,'-,"24.79 unit increase",[14.72-34.86],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr14:97468972-<b>C</b>,"4 x 10-6",(AA),0.425,'-,"5.02 unit increase",[2.98-7.06],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr2:40645825-<b>A</b>,"4 x 10-6",(AA),0.14,'-,"6.55 unit increase",[3.88-9.22],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr6:158195695-<b>G</b>,"4 x 10-6",(AA),0.288,'-,"4.98 unit decrease",[2.94-7.02],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr7:137230391-<b>C</b>,"4 x 10-6",(AA),0.031,'-,"15.06 unit increase",[8.89-21.23],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr1:205796021-<b>C</b>,"4 x 10-6",(AA),0.068,'-,"10.53 unit decrease",[6.2-14.86],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr13:92244167-<b>T</b>,"5 x 10-6",(AA),0.031,'-,"14.42 unit increase",[8.48-20.36],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr5:76411774-<b>T</b>,"5 x 10-6",(AA),0.037,'-,"12.72 unit decrease",[7.47-17.97],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr7:55729814-<b>C</b>,"5 x 10-6",(AA),0.347,'-,"4.86 unit decrease",[2.86-6.86],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr2:60002943-<b>GC</b>,"6 x 10-6",(AA),0.18,'-,"5.86 unit increase",[3.43-8.29],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr15:62437471-<b>C</b>,"6 x 10-6",(EA),0.01,'-,"14.23 unit decrease",[8.25-20.21],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr11:127223995-<b>C</b>,"6 x 10-6",(EA),0.377,'-,"2.62 unit decrease",[1.52-3.72],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr20:61032694-<b>T</b>,"6 x 10-6",(EA),0.081,'-,"4.85 unit increase",[2.81-6.89],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr2:148156515-<b>T</b>,"7 x 10-6",(EA),0.029,'-,"11.32 unit decrease",[6.54-16.1],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr21:15364317-<b>A</b>,"7 x 10-6",(EA),0.017,'-,"13.57 unit decrease",[7.83-19.31],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr3:37276320-<b>T</b>,"7 x 10-6",(EA),0.284,'-,"2.61 unit increase",[1.51-3.71],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr9:18139412-<b>G</b>,"7 x 10-6",(EA),0.235,'-,"2.65 unit increase",[1.53-3.77],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr1:115464269-<b>CA</b>,"7 x 10-6",(EA),0.353,'-,"2.78 unit increase",[1.6-3.96],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr15:38626475-<b>C</b>,"8 x 10-6",(EA),0.102,'-,"4.16 unit decrease",[2.4-5.92],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr5:38751223-<b>C</b>,"8 x 10-6",(EA),0.414,'-,"2.19 unit decrease",[1.25-3.13],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr19:10408439-<b>C</b>,"8 x 10-6",(EA),0.035,'-,"8.44 unit decrease",[4.83-12.05],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr2:34319717-<b>A</b>,"8 x 10-6",(EA),0.359,'-,"2.2 unit increase",[1.26-3.14],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr3:65620508-<b>G</b>,"8 x 10-6",(EA),0.025,'-,"7.47 unit decrease",[4.28-10.66],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr16:65929016-<b>G</b>,"9 x 10-6",(EA),0.46,'-,"2.2 unit increase",[1.26-3.14],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr14:95912388-<b>A</b>,"9 x 10-6",(EA),0.076,'-,"3.92 unit decrease",[2.23-5.61],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr9:106700069-<b>T</b>,"2 x 10-7",(AA),0.028,'-,"10.07 unit decrease",[6.48-13.66],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:50624217-<b>G</b>,"2 x 10-7",(AA),0.02,'-,"12.5 unit decrease",[8.03-16.97],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:48940347-<b>T</b>,"2 x 10-7",(AA),0.011,'-,"18.36 unit decrease",[11.74-24.98],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:58418501-<b>A</b>,"3 x 10-7",(AA),0.085,'-,"6.74 unit increase",[4.31-9.17],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr13:106475443-<b>T</b>,"3 x 10-7",(AA),0.018,'-,"12.6 unit decrease",[8.01-17.19],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr11:2913938-<b>T</b>,"4 x 10-7",(AA),0.011,'-,"18.32 unit decrease",[11.56-25.08],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr4:180442771-<b>C</b>,"4 x 10-7",(AA),0.024,'-,"11.38 unit decrease",[7.19-15.57],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr21:45737605-<b>T</b>,"1 x 10-6",(AA),0.026,'-,"11.46 unit decrease",[7.07-15.85],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:81977545-<b>C</b>,"1 x 10-6",(AA),0.016,'-,"13.25 unit decrease",[8.17-18.33],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr2:158485292-<b>A</b>,"1 x 10-6",(AA),0.013,'-,"20.3 unit decrease",[12.44-28.16],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr10:76167912-<b>A</b>,"9 x 10-6",(AA),0.271,'-,"4.31 unit increase",[2.47-6.15],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr19:55129569-<b>AAAAAAAG</b>,"9 x 10-6",(AA),0.072,'-,"6.54 unit increase",[3.76-9.32],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:27411608-<b>T</b>,"9 x 10-6",(AA),0.217,'-,"3.91 unit decrease",[2.24-5.58],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr12:70421583-<b>C</b>,"7 x 10-7",(EA),0.479,'-,"2.67 unit decrease",[1.65-3.69],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr20:47032395-<b>A</b>,"2 x 10-6",(EA),0.134,'-,"5.42 unit decrease",[3.26-7.58],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr6:26045367-<b>TTA</b>,"2 x 10-6",(EA),0.045,'-,"8.66 unit decrease",[5.19-12.13],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr16:56697867-<b>G</b>,"3 x 10-6",(EA),0.126,'-,"5.53 unit decrease",[3.3-7.76],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr18:66520811-<b>AT</b>,"3 x 10-6",(EA),0.024,'-,"10.69 unit increase",[6.36-15.02],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:1688900-<b>A</b>,"3 x 10-6",(EA),0.041,'-,"5.46 unit decrease",[3.25-7.67],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr20:10244172-<b>C</b>,"4 x 10-6",(EA),0.041,'-,"6.35 unit decrease",[3.72-8.98],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
